timestamp,signal
1,NIL
2,NIL
3,NIL
4,NIL
5,NIL
6,NIL
7,NIL
8,NIL
9,NIL
10,NIL
11,NIL
12,NIL
13,NIL
14,NIL
15,NIL
16,NIL
17,NIL
18,NIL
19,NIL
20,NIL
21,NIL
22,NIL
23,NIL
24,NIL
25,NIL
26,NIL
27,NIL
28,NIL
29,NIL
30,NIL
31,NIL
32,NIL
33,NIL
34,NIL
35,NIL
36,NIL
37,NIL
38,NIL
39,NIL
40,NIL
41,NIL
42,NIL
43,NIL
44,NIL
45,NIL
46,NIL
47,NIL
48,NIL
49,NIL
50,NIL
51,NIL
52,NIL
53,NIL
54,NIL
55,NIL
56,NIL
57,NIL
58,NIL
59,NIL
60,NIL
61,VAMPIRE_BLOOD
62,NIL
63,NIL
64,NIL
65,ORBS
66,UNICORN_HORNS
67,NIL
68,NIL
69,NIL
70,NIL
71,NIL
72,NIL
73,NIL
74,NIL
75,NIL
76,NIL
77,ORBS
78,ELVEN_WINE
79,NIL
80,NIL
81,NIL
82,NIL
83,NIL
84,ORBS
85,ELVEN_WINE
86,NIL
87,NIL
88,NIL
89,NIL
90,NIL
91,NIL
92,NIL
93,NIL
94,NIL
95,NIL
96,NIL
97,NIL
98,NIL
99,NIL
100,NIL
101,NIL
102,NIL
103,NIL
104,NIL
105,NIL
106,ORBS
107,UNICORN_HORNS
108,NIL
109,NIL
110,ORBS
111,ELVEN_WINE
112,NIL
113,NIL
114,ORBS
115,ELVEN_WINE
116,NIL
117,NIL
118,NIL
119,NIL
120,NIL
121,NIL
122,NIL
123,NIL
124,NIL
125,NIL
126,ORBS
127,ELVEN_WINE
128,NIL
129,ORBS
130,VAMPIRE_BLOOD
131,NIL
132,NIL
133,NIL
134,NIL
135,NIL
136,NIL
137,NIL
138,NIL
139,NIL
140,NIL
141,NIL
142,NIL
143,NIL
144,NIL
145,NIL
146,NIL
147,NIL
148,NIL
149,NIL
150,NIL
151,NIL
152,NIL
153,NIL
154,NIL
155,NIL
156,NIL
157,NIL
158,NIL
159,NIL
160,NIL
161,NIL
162,NIL
163,NIL
164,NIL
165,NIL
166,NIL
167,NIL
168,NIL
169,NIL
170,NIL
171,NIL
172,NIL
173,NIL
174,NIL
175,NIL
176,NIL
177,NIL
178,NIL
179,NIL
180,NIL
181,NIL
182,NIL
183,NIL
184,NIL
185,NIL
186,NIL
187,NIL
188,NIL
189,NIL
190,NIL
191,NIL
192,NIL
193,ORBS
194,ELVEN_WINE
195,NIL
196,NIL
197,NIL
198,NIL
199,NIL
200,NIL
201,NIL
202,NIL
203,NIL
204,NIL
205,NIL
206,NIL
207,NIL
208,NIL
209,NIL
210,NIL
211,NIL
212,ORBS
213,ELVEN_WINE
214,NIL
215,NIL
216,NIL
217,NIL
218,ORBS
219,VAMPIRE_BLOOD
220,ORBS
221,ELVEN_WINE
222,NIL
223,NIL
224,NIL
225,NIL
226,NIL
227,NIL
228,NIL
229,NIL
230,NIL
231,NIL
232,NIL
233,NIL
234,NIL
235,NIL
236,NIL
237,NIL
238,NIL
239,NIL
240,NIL
241,NIL
242,ORBS
243,ELVEN_WINE
244,NIL
245,ORBS
246,VAMPIRE_BLOOD
247,NIL
248,ORBS
249,ELVEN_WINE
250,NIL
251,ORBS
252,VAMPIRE_BLOOD
253,NIL
254,NIL
255,NIL
256,NIL
257,NIL
258,NIL
259,NIL
260,NIL
261,NIL
262,NIL
263,NIL
264,NIL
265,NIL
266,NIL
267,NIL
268,NIL
269,NIL
270,NIL
271,NIL
272,NIL
273,NIL
274,NIL
275,NIL
276,NIL
277,NIL
278,ORBS
279,ELVEN_WINE
280,ORBS
281,VAMPIRE_BLOOD
282,NIL
283,ORBS
284,ELVEN_WINE
285,NIL
286,NIL
287,NIL
288,NIL
289,NIL
290,NIL
291,NIL
292,NIL
293,NIL
294,NIL
295,NIL
296,NIL
297,NIL
298,ORBS
299,UNICORN_HORNS
300,NIL
301,NIL
302,ORBS
303,UNICORN_HORNS
304,NIL
305,ORBS
306,ELVEN_WINE
307,NIL
308,NIL
309,NIL
310,NIL
311,NIL
312,NIL
313,NIL
314,NIL
315,NIL
316,NIL
317,NIL
318,NIL
319,NIL
320,NIL
321,NIL
322,NIL
323,NIL
324,NIL
325,NIL
326,NIL
327,NIL
328,NIL
329,NIL
330,NIL
331,NIL
332,NIL
333,NIL
334,NIL
335,NIL
336,NIL
337,NIL
338,NIL
339,NIL
340,NIL
341,NIL
342,NIL
343,NIL
344,NIL
345,NIL
346,NIL
347,NIL
348,NIL
349,NIL
350,NIL
351,NIL
352,NIL
353,NIL
354,NIL
355,NIL
356,NIL
357,NIL
358,NIL
359,NIL
